,A,GalR,GalS,Crp
phage_resist__wt__3,2.5085805145,0.5375123144,0.8189513826,0.5878589544
phage_resist__wt__4,2.2379687065000002,0.6558680926,0.4491238242,0.5395187561
phage_resist__ygbE_oe__2,0.2592005479,-0.34958421840000004,0.7065228529,-0.14160878940000002
phage_resist__ygbE_oe__3,1.2386212814,-0.240103856,1.5903548531,0.148584254
phage_resist__ygbE_oe__4,1.3622419337,-0.15363359370000002,0.8423342511,0.18241322270000002
phage_resist__yahA_oe__1,1.1617277351,-0.8295999942000001,2.2120333576,0.9307925237
phage_resist__yahA_oe__2,1.094568764,-0.8450027457,1.7944619,0.9367801035000001
phage_resist__yahA_oe__3,1.0476159079,-0.7528696463,1.8413398256,0.9764142145
phage_resist__yrfF_ko__1,4.0678120108,0.3224392488,2.5216475466,0.7325937801
phage_resist__yrfF_ko__2,4.5638831393,0.6956217708,3.0604424528,0.8605437876
phage_resist__yrfF_ko__3,3.5765540931,0.5075370284,1.5249711962,0.6737314587000001
pollution__wt_ctrl__1,0.40953755680000004,0.0250604696,0.7200956347,-0.0504309921
pollution__wt_ctrl__2,0.6786453427,-0.1158070739,0.0815452899,0.15996817200000002
pollution__wt_ctrl__3,-1.0881828995,0.0907466043,-0.8016409246,-0.1095371799
pollution__wt_urban__1,-0.6429230412,-0.1731728773,-0.26299606670000003,-0.8779140316
pollution__wt_urban__2,-1.0900023117,0.2860731945,-0.47479742420000004,-0.5371211839
pollution__wt_urban__3,-1.6474429775,-0.07505577740000001,0.0142947413,-0.5047912804
pollution__wt_diesel__1,-1.6583039176,-0.37101846120000004,1.2066190144,-0.49115894060000004
pollution__wt_diesel__2,-1.2688974764,0.1119978712,-0.0159000036,-0.1463925879
pollution__wt_diesel__3,-0.5960337375,-0.1261375625,-0.4599837586,-0.2696574214
pollution__evo_diesel__1,-2.1441195115,-0.5482009189,0.45108957980000003,-0.422017325
pollution__evo_diesel__2,0.5471984421,-0.2643993915,4.9216289208,0.0331465663
pollution__evo_diesel__3,-0.8946133961,-0.27003650500000004,5.0526839571,-0.27523787650000003
ppGpp__wt_relAtrunc_00m__1,0.31973236850000003,-0.3671716866,-0.040348702800000004,-0.011476057900000001
ppGpp__wt_relAtrunc_00m__2,0.6323818186,-0.11092925860000001,-0.5467594303000001,-0.1060102587
ppGpp__mut_delrelA_10m__1,1.8723762005,-0.28892967480000004,0.1552993741,0.1512831843
ppGpp__mut_delrelA_05m__1,2.0096452568,-0.5391636365,-0.13157560940000002,-0.1375585523
ppGpp__mut_delrelA_10m__2,0.9307061219,-0.42214927950000003,0.0389550923,0.2109785549
ppGpp__mut_delrelA_10m__3,1.5436522047999999,-0.1182377268,-0.4070689024,0.2609776572
ppGpp__mut_delrelA_00m__1,1.7003749848,-0.5066195469,0.0952684086,-0.1923561796
ppGpp__mut_delrelA_00m__2,3.3049786824,-0.473672513,0.26466140920000003,-0.34262451
ppGpp__mut_delrelA_05m__2,2.0879499656,-0.3037944875,0.3618016663,-0.1664668386
ppGpp__mut_delrelA_05m__3,2.1151314916,-0.4157323986,-0.6306059883,-0.16714632440000002
ppGpp__mut_delrelA_00m__3,3.1147201794,-0.5691118968000001,0.1947435693,-0.37078453650000004
ppGpp__wt_delrelA_10m__1,-0.9386313005,1.4572117628,-0.021001919100000002,1.475368666
ppGpp__wt_delrelA_05m__1,-1.3954759513,1.2969332809,-0.5691683253,1.1376902668
ppGpp__wt_delrelA_05m__2,-1.4702946308,1.3553917193,-0.5540239345,1.1347282112000001
ppGpp__wt_delrelA_10m__2,-0.3532256593,1.4577366775,0.1782599048,1.4212904351
ppGpp__wt_delrelA_10m__3,-0.3390301602,1.2918913695,0.17688598960000002,1.467315173
ppGpp__wt_delrelA_00m__1,-0.052034164800000005,0.0554189342,-0.1198888142,-0.0192756679
ppGpp__wt_delrelA_00m__2,-0.0481383125,-0.0028778794,-0.17408843670000002,0.0212278545
ppGpp__wt_delrelA_05m__3,-1.1655970675,1.3780827375,-0.1918617712,1.1315243246
ppGpp__wt_delrelA_00m__3,0.1001724773,-0.0525410547,0.2939772509,-0.0019521866
ppGpp__mut_relAtrunc_10m__1,1.5014791466,-0.4523172123,0.28047413660000003,-0.4916651179
ppGpp__mut_relAtrunc_05m__1,0.6606023514,-0.7286586511,0.3182701564,-0.34854891390000003
ppGpp__mut_relAtrunc_05m__2,1.0430701024,-0.5435210232000001,0.4272015666,-0.43585225920000004
ppGpp__wt_relAtrunc_10m__1,-0.4584685435,-0.1935945809,0.0343693133,-0.1372784369
ppGpp__wt_relAtrunc_10m__2,-0.9232624521,-0.0353529452,0.1318569367,-0.1642322029
ppGpp__wt_relAtrunc_10m__3,-0.9911854513,-0.1167505598,-0.056462641800000005,-0.1681617912
ppGpp__mut_relAtrunc_00m__1,1.9204894671,-0.3891666185,0.33367806170000003,-0.0774965284
ppGpp__wt_relAtrunc_00m__3,-0.3232495537,-0.1299335575,0.24995051510000002,0.0630814665
ppGpp__wt_relAtrunc_05m__1,-0.43982456950000004,-0.13948105630000002,-0.1232887404,-0.2810515373
ppGpp__wt_relAtrunc_05m__2,-0.8133657064,-0.32044555350000004,0.0374083603,-0.28533503050000003
ppGpp__wt_relAtrunc_05m__3,-1.2102533196,-0.2200341456,0.23025592920000001,-0.1949960566
ppGpp__mut_relAtrunc_00m__2,2.8107795085,-0.7579485887,-0.0212006013,-0.4457334711
ppGpp__mut_relAtrunc_00m__3,1.8739185441,-0.4010680951,0.2404733031,-0.3135830297
ppGpp__mut_relAtrunc_10m__2,0.9208532404,-0.38674515470000004,-0.5916301065,-0.4912625674
ppGpp__mut_relAtrunc_05m__3,2.0335663645,-0.5025731287,-0.0777338632,-0.402798119
ppGpp__mut_relAtrunc_10m__3,1.0133359733,-0.4145850935,0.5095822156,-0.49061737310000003
pressure__high_pressure__1,-1.538355771,-0.8546901383000001,0.047582579900000005,-0.49159209540000004
pressure__high_pressure__2,-1.6737182672,-1.0042958273,-0.2251357012,-0.2902563631
pressure__low_pressure__1,-0.3773133744,-0.0121092427,-0.3031442466,0.0011446948
pressure__low_pressure__2,0.3773133744,0.0121092427,0.3031442466,-0.0011446948
quantum_dots__ctrl__1,-0.4017225585,-0.19275681590000002,0.1810025892,-0.1947450853
quantum_dots__ctrl__2,0.4017225585,0.19275681590000002,-0.1810025892,0.1947450853
quantum_dots__cdte_light__1,-0.702716067,-0.2022869767,0.23857028800000002,0.25533424920000003
quantum_dots__cdte_light__2,0.0309306121,0.15175291970000002,0.0089200736,0.3336771074
quantum_dots__cdte_dark__1,-0.162676325,-0.3141550616,0.3179458256,-0.19234211680000002
quantum_dots__cdte_dark__2,-0.3607323304,-0.3773213876,0.363950683,-0.21453890080000002
quantum_dots__cdse_light__1,0.1483396725,-0.3194937258,0.1037728799,-0.1725798192
quantum_dots__cdse_light__2,0.1926689667,-0.22257118620000002,-0.16427888870000001,0.0807140303
quantum_dots__cdse_dark__1,0.1359420171,-0.2716422087,-0.24529560930000002,-0.0703709117
quantum_dots__cdse_dark__2,0.3310078788,-0.2959263937,-0.052751940500000004,-0.0216465485
raman__wt__1,0.10225419990000001,-0.37020555380000003,-0.533960811,0.0794100169
raman__del_cyaA__1,0.0890880676,0.0641503311,-1.3394977008,-0.6136421402000001
raman__del_cyaA_01mM__1,-0.188946666,-0.09264876970000001,-1.1819490463,-0.5901419459
raman__del_cyaA_05mM__1,2.5522541565,-0.5924502985,-1.7530663406,-0.20304986730000002
raman__del_cyaA_1mM__1,1.3711884089,-0.6516114308000001,-2.121487117,0.09984774490000001
raman__wt__2,-0.16726309690000002,-0.0347203004,-0.0030345033,-0.0386433461
raman__del_cyaA__2,-0.5520312002000001,0.19216095930000002,-0.8552198611,-0.7873801161
raman__del_cyaA_01mM__2,-1.3619093871999999,0.0018166921,-0.8027339022000001,-0.5712728994
raman__del_cyaA_05mM__2,1.2628536531,-0.5216742798,-2.0679144224,-0.0286686132
raman__del_cyaA_1mM__2,1.4241401746,-1.0233466741,-2.2817131529,-0.23342197620000002
raman__wt__3,0.06500889700000001,0.4049258542,0.5369953142,-0.0407666707
raman__del_cyaA__3,-1.1412986286,0.08225743540000001,-0.6853356896,-0.7308913606
raman__del_cyaA_01mM__3,-0.40060199630000004,-0.13666172340000002,-0.27816777460000003,-0.7037627470000001
raman__del_cyaA_05mM__3,2.1325023793,-0.6315259279000001,-1.6525700976,-0.2362122698
raman__del_cyaA_1mM__3,1.3137841039,-0.9444670428,-2.7497243467,-0.0164546772
rand_barrel__mut_nanE__1,-1.2860335126,0.2439763047,-0.9236510012,0.0328965424
rand_barrel__mut_nanE__2,-0.24654581020000002,0.2787797956,-0.8195566978000001,0.1360103685
rand_barrel__mut_nanE__3,-0.47589526860000003,0.6813962045,-0.7669143917,0.5049328406
rand_barrel__mut_pdxJ_1__1,1.0199886647,0.07745382420000001,-0.3948548639,0.1529755428
rand_barrel__mut_pdxJ_1__2,-0.3811858763,-0.203526269,-0.3479053617,-0.015406163700000001
rand_barrel__mut_pdxJ_1__3,-0.7675618218,0.3849777038,0.1063470235,0.37994444860000004
rand_barrel__mut_pdxJ_2__1,-0.7324398783,0.0122265427,-0.2773550456,0.22590315390000001
rand_barrel__mut_pdxJ_2__2,-0.0171148717,0.3576092534,-0.9607284331,0.23212511460000002
rand_barrel__mut_pdxJ_3__1,1.4306578181,0.0426846026,-0.7710062142,0.2831675712
rand_barrel__mut_pdxJ_3__2,0.15812939380000002,0.28469096790000004,-0.35027355800000004,0.20362184190000002
rand_barrel__del_serB__1,0.0190400236,0.16984493420000002,-0.2799419007,-0.011167604900000001
rand_barrel__del_serB__2,-0.0190400236,-0.16984493420000002,0.2799419007,0.011167604900000001
rockhopper__CV104_pHDB3__1,1.5695275143,-1.414771175,-3.7304604754,-0.8924017296000001
rockhopper__CV104_pHDB3__2,1.2764896439,-1.2520365215,-3.8898436601,-0.8649010421000001
rockhopper__CV104_pHDB3__3,1.5625868931,-1.4864080416,-3.8938036481,-0.7001267639000001
rockhopper__CV104_pLCV1__1,1.5284447652000002,-1.3087623749000001,-3.5810778902,-0.9119051060000001
rockhopper__CV104_pLCV1__2,1.6468301491,-1.366489057,-3.8571520346,-0.8563503673
rockhopper__CV104_pLCV1__3,1.7082639386,-1.4240986418000001,-3.8874952565000003,-0.6222702813000001
rockhopper__wt_lb__1,1.4011653935,-1.2912256391999999,-3.3787981068,-1.0877370598
rockhopper__wt_lb__2,0.7147422793,-0.7657569085,-3.5850339763,-1.7369671045000001
rockhopper__wt_lb__3,0.7609494991,-1.0604944156,-3.4988964271,-1.3358746678
rockhopper__wt_lb_aMG__1,1.8388611441,-1.1825333205,-3.9344953649,-0.48690911950000004
rockhopper__wt_lb_aMG__2,1.8341829212,-0.8965401027000001,-3.4086348166000002,-0.9667081537000001
rockhopper__wt_lb_aMG__3,1.5222556422,-1.2891792114,-4.3147262935,-1.2851862633
rockhopper__del_sgrR_lb_aMG__1,1.7752571253,-0.8782279059,-3.6278178580000002,-0.385574128
rockhopper__del_sgrR_lb_aMG__2,1.4973494599000001,-0.8039122952000001,-3.0654201608,-0.24326731070000002
rockhopper__del_sgrR_lb_aMG__3,1.5690574818,-0.9922536412,-3.5650129354,-0.2979551923
rockhopper__del_sgrS_glyc_aMG__1,3.0907137473,-1.6765964374,-3.5325706501000003,0.6722892721
rockhopper__del_sgrS_glyc_aMG__2,2.6350329915,-0.6307312669,-2.898185009,1.1260265914
rockhopper__del_sgrS_glyc_aMG__3,2.2264111093,-1.0504750526,-3.0295030438,1.0397299023
rockhopper__del_sgrS_glyc__1,3.7374740908,-2.1542492269,-2.5752998151,-0.3628059501
rockhopper__del_sgrS_glyc__2,2.4476734447,-1.8749747653000002,-2.6862562987,-0.4528756111
rockhopper__del_sgrS_glyc__3,2.376443473,-1.1237899979,-1.7226253411,-0.3254764307
rockhopper__wt_lb_aMG__4,1.5862282913999999,-1.4591696197,-3.4295939842,-0.18830449770000002
rockhopper__wt_lb_aMG__5,1.7650939546000002,-1.2443155172,-2.7492836873,-0.7544182141
rockhopper__wt_lb_aMG__6,1.3910497866,-1.0480084465,-2.8920540807,-0.5831081023
rockhopper__wt_glyc_aMG__1,3.6004000053,-1.6946137291999999,-1.3170634666,0.0047093158
rockhopper__wt_glyc_aMG__2,0.9088106709,-1.3939850622,-2.0652579713,0.5669202778
rockhopper__wt_glyc_aMG__3,2.6815465864,-1.85643905,-2.0478347948,0.5677400205
rockhopper__wt_glyc__1,2.8650502561,-2.1148113236,-2.4116282567000003,-0.4403543445
rockhopper__wt_glyc__2,2.2974796782,-1.7030730501,-2.2370378531,-0.24124783460000002
rockhopper__wt_glyc__3,2.9604662316,-2.3657302261,-1.9102318979000001,-0.4115574947
rockhopper__CV108_glyc_aMG__1,1.5689210544,-0.1670995565,-4.0286812768,-0.3562857689
rockhopper__CV108_glyc_aMG__2,1.5069033471000002,-0.3296660913,-2.4431210895,0.5579321807000001
rockhopper__CV108_glyc_aMG__3,0.4804415717,-0.4520203418,-1.9444682821,0.5313165346000001
rockhopper__wt_glyc__4,0.5409104135,0.1379351495,0.0918281321,-0.2638966479
rockhopper__wt_glyc__5,2.8380133951,-0.2601411053,0.1007766509,-0.19432084730000002
rockhopper__wt_glyc__6,-1.8145829043,1.1171157875,1.0460198053,0.10333546310000001
rockhopper__wt_glyc_aMG__4,-0.5756540653000001,0.17746610540000002,-0.4999644514,0.21447380530000001
rockhopper__wt_glyc_aMG__5,1.2263574554,-0.1828175548,-2.226230991,0.2213336307
rockhopper__wt_glyc_aMG__6,1.6773737015,-0.3439821735,-2.683740611,0.3721320869
rockhopper__wt_glyc__7,-1.8096199001,1.1327500418,0.5328605782,0.3267917408
rockhopper__wt_glyc__8,-0.35863417950000004,0.5554876404,0.040529216800000004,0.5609825497
rockhopper__wt_glyc__9,-1.8184598098,1.2368722243,0.8839261372,0.28759943400000004
rockhopper__wt_glyc__10,-2.6023709605,1.3561193307,1.3854352864,-0.2368919985
rockhopper__wt_glyc__11,-1.73031855,0.4273432863,1.3190035389,0.14532827
rockhopper__wt_glyc__12,-1.3679336702,0.48013224460000004,1.1585186618,0.3642317098
rpoD__wt__1,0.2806548923,-0.19425754820000002,0.1301051612,-0.2650089901
rpoD__wt__2,-0.9518693276,0.1159484239,-0.3144961955,0.1635474037
rpoD__rpoD_mut__1,-5.1197551641,-1.0690636896,0.9498336218000001,0.1684464855
rpoD__rpoD_mut__2,-6.3570605298,-0.9753520597,-1.366190638,0.2976957928
rpoD__rpoD_mut__3,-5.1194540942,-0.8700395183,0.4067062949,0.1507827136
rpoD__wt__3,0.6712144353,0.0783091243,0.18439103440000001,0.1014615864
rpoN_peptide__ctrl__1,0.06875090610000001,0.030551439200000002,-0.45611483100000005,0.0327470021
rpoN_peptide__ctrl__2,0.0785934845,0.006517030500000001,-0.6891333142,0.0481021751
rpoN_peptide__ctrl__3,-0.1473443906,-0.0370684697,1.1452481453,-0.0808491772
rpoN_peptide__nminus__1,0.08734799730000001,0.0445095888,-0.44089104090000003,0.13673644840000002
rpoN_peptide__nminus__2,0.24797757450000002,-0.009566505500000001,-0.5442040949,0.07923360680000001
rpoN_peptide__nminus__3,-0.3587780115,0.014455614200000001,1.183361365,0.0144034674
rpoN_peptide__nplus__1,2.9336678957,-1.3873748461,0.9884320416000001,-1.632512297
rpoN_peptide__nplus__2,2.8849664408,-1.3165149253,0.8476384622,-1.6693356927
rpoN_peptide__nplus__3,2.8024895414,-1.3288897798,0.7065574503000001,-1.6531858744
rpoN_peptide__s54_wt__1,0.4105577221,0.025225123500000002,-0.4639386754,-0.2182690823
rpoN_peptide__s54_wt__2,0.2008609329,0.0015208978,-0.38672991770000004,-0.19587325690000001
rpoN_peptide__s54_wt__3,0.3824199172,-0.0128629138,-0.4122654968,-0.2994099301
rsd__wt_ee__1,-0.0791586813,-0.0507021006,-0.1708613229,-0.0842798241
rsd__wt_ee__2,0.0791586813,0.0507021006,0.1708613229,0.0842798241
rsd__del_rsd_ee__1,0.3143378549,0.2317808033,0.0747635873,0.0678688308
rsd__del_rsd_ee__2,-0.2061429061,-0.1070239843,-0.2748380393,0.030330043600000002
rsd__del_ssrS_ee__1,0.5796647923,0.7743769474000001,0.2969276851,0.5365988028
rsd__del_ssrS_ee__2,0.36952682210000004,0.4177684688,0.462846906,0.5911904992
rsd__del_rsd_ssrS_ee__1,0.2693789723,0.2399392951,-0.2667492285,-0.32946598320000003
rsd__del_rsd_ssrS_ee__2,0.7067231112,0.2630611738,-0.0259441324,-0.6170200674
rsd__del_rpoS_ee__1,0.2101004336,0.9860195028000001,2.1966946386,1.0357575523
rsd__del_rpoS_ee__2,0.4332743261,0.9413126069000001,1.9399733378000001,0.9608772845
rsd__wt_me__1,0.0370582046,0.2897315388,-0.5018215498,-0.1932318201
rsd__wt_me__2,0.19681981010000002,0.3475487485,-0.20715977630000001,-0.24201875890000002
rsd__del_rpoS_me__1,0.42046507660000004,0.6201285397,-0.1676460482,-0.2242368632
rsd__del_rpoS_me__2,-0.1187066648,0.9243292350000001,0.895105071,-0.2415859193
rsd__wt_ts__1,-3.407115173,0.1213750908,-0.5614429644,-1.6596404198
rsd__wt_ts__2,-3.2731166384,-0.004843188,-0.9607218249,-1.5412069563
rsd__del_rsd_ssrS_ts__1,-1.4501830485,0.6995908028000001,-0.0740312365,-1.6338730553
rsd__del_rsd_ssrS_ts__2,-0.8867726226,0.622251675,-0.3871838831,-1.6921309905
rsd__del_rpoS_ts__1,-4.3455548155,0.529845022,-0.5270645816,0.024751287900000002
rsd__del_rpoS_ts__2,-4.0257784854,0.6353844976,-0.6098821807,0.0278344303
rsd__wt_s__1,-4.4463073585,-0.2492692565,-1.1636596638,-1.4241152532
rsd__wt_s__2,-4.1866570164,-0.1544930329,-1.1188631742,-1.6590049948
rsd__del_rsd_s__1,-3.478587251,0.0822107517,-0.7289368030000001,-1.8726274564
rsd__del_rsd_s__2,-3.7217290339,-0.1017019088,-0.5448716094,-1.8730596957
rsd__del_rsd_ssrS_s__1,-1.9039141307,0.2084937085,-0.3201727164,-1.10328679
rsd__del_rsd_ssrS_s__2,-1.6567367142,0.4826439102,0.3936249679,-1.1546180975
rsd__del_rsd_ls__1,-4.269790297,-0.2299884395,0.022871437300000002,-2.9067680232
rsd__del_rsd_ls__2,-4.4756573947,0.21987551830000002,0.6587917113,-3.0181921286
rsd__del_ssrS_ls__1,-3.1598832468999998,-0.1943545196,-0.2713060886,-1.5439177016999999
rsd__del_ssrS_ls__2,-3.5826542951,-0.5494334663,-0.6832526964,-2.1842734612
rsd__del_rsd_ssrS_ls__1,-1.5455969712000002,1.1652203264,1.3241350855,-1.616189157
rsd__del_rsd_ssrS_ls__2,-1.1593609235,0.8361825373,0.8719002435000001,-1.5982655594000001
rsd__del_rpoS_ls__1,-3.8443665634,-0.3405628263,0.0874530448,-1.5932065020000001
rsd__del_rpoS_ls__2,-2.1199419035,0.4822685404,0.6460803875000001,-1.2939667953
sdsR_ryeA__wt_3h__1,-1.1882928054,0.37179186470000003,0.5931442237,0.0834236646
sdsR_ryeA__wt_8h__1,-5.2570165447,-0.6583668639,-3.4415211891,-1.0800252217
sdsR_ryeA__wt_3h__2,1.1882928054,-0.37179186470000003,-0.5931442237,-0.0834236646
sdsR_ryeA__wt_8h__2,-4.3484619636,-0.7893021949,-3.0934643103,-1.0200857079
starve_series__t00_growth1__1,0.0237857047,0.026315771,-0.0002357062,0.023435122500000002
starve_series__t00_growth1__2,0.4451406651,-0.1431188688,-0.5004637382,0.1248516005
starve_series__t00_growth1__3,-0.2040077911,0.0109648396,-0.2812105637,0.0692848872
starve_series__t00_growth1__4,-0.2649185787,0.10583825820000001,0.7819100081,-0.21757161020000002
starve_series__t01_starve__1,2.668395782,0.8013050234,5.4821160384,0.1391748524
starve_series__t01_starve__2,3.9896473831,0.2080826529,5.1123468108,0.0317638306
starve_series__t02_starve__1,4.7867956593,0.8571615956,4.4608726634,-0.5801942053
starve_series__t02_starve__2,4.0721558784,0.719344975,4.3674057404,-0.6708481182
starve_series__t03_starve__1,4.2057854408,1.109072657,4.112926825,-0.2977467191
starve_series__t03_starve__2,4.0839593227,1.1872909833,4.1833267357,-0.22816473310000002
starve_series__t04_starve__1,4.5621082377,1.1438234672,3.7019463354,-0.4658876377
starve_series__t04_starve__2,4.0718527334,1.1238160975,3.8534593887,-0.4601301404
starve_series__t05_starve__1,3.5914043509,1.0786031374,2.399899654,-0.9132657347
starve_series__t05_starve__2,4.1792932331,0.8110995282,2.3904071019,-0.9598387660000001
starve_series__t06_starve__1,3.6873664334000003,0.9404536006,1.8225757826,-1.1240828075
starve_series__t06_starve__2,3.3197568016,1.1624680218,2.1057478333,-1.1933479101
starve_series__t07_starve__1,3.1552629072,0.8645232190000001,1.444738477,-1.4654213975000001
starve_series__t07_starve__2,3.6003929621,0.7752361151,1.4960371571,-1.2839636258
starve_series__t08_starve__1,3.6312036014,0.9772419720000001,1.0114260485,-1.5241984337
starve_series__t08_starve__2,3.6776305262999998,0.8337102658000001,1.1173806602,-1.4587504675
starve_series__t09_starve__1,3.728723193,0.6292697295,0.9395820124,-1.6489719420000002
starve_series__t09_starve__2,3.3301572805,0.7490492868,0.6477564111,-1.7515646770000002
starve_series__t10_starve__1,3.7979766607,0.7801487279,0.7321738485,-1.770421453
starve_series__t10_starve__2,4.4059271972000005,0.45025271920000004,0.669185892,-1.7906801929
starve_series__t11_starve__1,4.5708377958,0.5095816674,0.7881974912,-1.6497521704
starve_series__t11_starve__2,4.3723617388000005,0.5312733947,0.9316372270000001,-1.6595707367
starve_series__t12_starve__1,3.5928102769,0.5652466699,0.6359002718,-1.5958078438999999
starve_series__t12_starve__2,3.3212976662,0.6654816798000001,0.6486938552,-1.5052361202
starve_series__t14_starve__1,3.1016873469,0.5474232063,0.9541252975000001,-1.2832103901
starve_series__t14_starve__2,3.8579798370000002,0.5529411386,1.1297333939,-1.4664207613
starve_series__t16_starve__1,3.2211040236,0.5427011275,1.3762764174,-1.1202172584
starve_series__t16_starve__2,3.0360870244,0.24475102310000002,1.4417148548,-1.1002127465
starve_series__t17_starve__1,2.7538803851,-0.0959755293,1.243385612,-1.1087708567
starve_series__t17_starve__2,2.5986646601,0.3027304816,1.3372826122,-1.0562763317
starve_series__t18_starve__1,2.137939324,0.30617580980000003,1.1993225787,-1.0770613484
starve_series__t18_starve__2,1.8138058977,0.1008693864,1.1891370776,-1.3037934838
starve_series__t20_starve__1,-4.4435055492,-0.48501822720000004,-0.6417462952,-0.6188562966000001
starve_series__t20_starve__2,-4.338164797,-0.596053131,-0.8977728622000001,-0.685956077
starve_series__t21_growth2__1,-3.5447186617,-1.1452707651,-0.8520568476,-0.9771786215
starve_series__t21_growth2__2,-3.6516274407,-0.9634404885000001,-0.8996570709,-0.7984177568
starve_series__t22_growth2__1,-3.2913769328,0.3246078166,0.5464456614000001,0.1972167981
starve_series__t22_growth2__2,-1.949359297,-0.278293952,0.6200136402,-0.25833408480000003
starve_series__t23_growth2__1,-3.2470252006,-0.09431510330000001,1.5710434149,-0.07625097460000001
starve_series__t23_growth2__2,-2.7173139491000002,-0.036021777500000005,1.239178727,-0.12687704800000002
starve_series__t25_growth2__1,-0.1933313094,0.0155211006,0.4666938567,0.4079259133
starve_series__t25_growth2__2,-0.4704016549,0.0210792404,0.7646823513000001,0.30098022150000003
starve_series__t26_growth2__1,-0.6019268929,-0.0538933434,0.0393091849,0.5016748605
starve_series__t26_growth2__2,0.1576712159,-0.30741830940000003,-0.0659843847,0.24660512910000001
starve_series__t27_growth2__1,-0.569249243,0.1041017889,-0.0259236286,0.6661311877
starve_series__t27_growth2__2,-0.7667161027,-0.041925277500000004,-0.1161034068,0.6329567987
starve_series__t28_growth2__1,-0.8826732386,0.3153449171,-0.3452597509,0.4183987155
starve_series__t28_growth2__2,-0.4081133604,0.2418944265,-0.188464126,0.48370192910000004
time_course__lb_4hr__1,0.7064920047000001,-0.0756992628,0.0739923132,-0.0066037492
time_course__lb_4hr__2,-0.5184923513,0.061575823700000004,-0.121644627,0.0077228519
time_course__lb_4hr__3,-0.1879996534,0.014123439100000001,0.0476523138,-0.0011191027
time_course__lb_8hr__1,-2.1098223635,-1.1141823097,-0.5364453654,-1.3647463804
time_course__lb_8hr__2,-1.7996188883,-1.1204770376,-0.38514165640000003,-1.380566146
time_course__lb_8hr__3,-1.7907810437,-0.9819918561000001,-0.4596174591,-1.5210848611999999
time_course__lb_24hr__1,-0.9337308672,-0.8220089433000001,0.0233983689,-1.1906271379
time_course__lb_24hr__2,0.6003070803,-0.878444651,0.2370366243,-1.1528320159
time_course__lb_24hr__3,-1.1141558128,-0.7965917791,0.14854580620000002,-1.2579894262
time_course__lb_72hr__1,-3.0274739625,0.7001407342,1.6036101501000002,0.9529671083000001
time_course__lb_72hr__2,-2.8620204921,0.41801545090000003,1.0887765501,0.9658081033
time_course__lb_72hr__3,-2.7049094297,0.33272087180000004,1.0289530568,1.1082667562
time_course__lb_144hr__1,-5.6027508539,0.28602629490000003,0.8598411301000001,0.4603158248
time_course__lb_144hr__2,-5.679986691,0.1538749737,0.5689291582,0.3963233387
time_course__lb_144hr__3,-4.5218620764,-0.08474091930000001,0.2804702933,0.1587720879
time_course__lb_192hr__1,-3.7089963037,0.1711504983,0.8373767436,0.4995220433
time_course__lb_192hr__2,-4.6752631102,0.2335638516,1.1454114525,0.7128912778000001
time_course__lb_192hr__3,-3.1508987435,-0.1781751095,0.2883403744,0.18456944620000001
triclosan__wt__1,0.2003073625,-0.18048342750000002,-0.047235459800000004,-0.23651794610000001
triclosan__wt__2,0.678091075,-0.046001583400000004,0.5295500202,-0.0638936618
triclosan__wt__3,-0.8783984375,0.2264850109,-0.48231456030000003,0.3004116079
triclosan__evo_amx_tcs__1,-0.5419372264,0.2779841836,-2.0852845104,-0.36936284280000004
triclosan__evo_amx_tcs__2,0.2156718618,-0.07625087430000001,-1.239350829,0.0483945025
triclosan__evo_amx_tcs__3,2.0526121752,0.5783454617,-1.7021788979,0.1697071903
triclosan__evo_chl_tcs__1,0.4881512697,0.716750599,-1.6175244143,0.0819766386
triclosan__evo_chl_tcs__2,1.3653254788,0.3167942089,-2.0348159444,0.0312762479
triclosan__evo_chl_tcs__3,1.9028274519,0.024529162,-1.5020097225,-0.0104577294
triclosan__evo_tet_tcs__1,2.3723119819000003,0.5166916427,-1.5011693833000002,0.26916821550000003
triclosan__evo_tet_tcs__2,1.5047606801,0.0863134866,-1.8028086573,0.0222155
truHMM__48C_15m__1,-1.706687228,0.26923360420000003,-0.159330145,-0.2181308123
truHMM__48C_15m__2,-1.7924844577,0.1918520557,-0.1784770265,-0.20736263130000002
truHMM__48C_15m__3,-2.9474548635,-0.5541357164,-0.7126324859000001,-0.3580729292
truHMM__48C_30m__1,-1.4382451606,-0.4407717567,-0.044405878,-1.1019684904
truHMM__48C_30m__2,-1.6581599370000002,-0.4606322322,0.4255204812,-1.1014998148
truHMM__48C_60m__1,-2.4686478071,-0.6305750784,-0.2854896677,-1.7909618398
truHMM__48C_60m__2,-2.4604483482,-0.6338363322,-0.2869982193,-1.7921226591
truHMM__phos_0h__1,-0.0165570329,-0.0459444753,0.057095970200000006,-0.0064831920000000005
truHMM__phos_0h__2,0.0165570329,0.0459444753,-0.057095970200000006,0.0064831920000000005
truHMM__phos_2h__1,0.4287508464,0.7202391407000001,0.7492480265,-0.5172351907
truHMM__phos_2h__2,0.5628297006,0.7447363642,0.5419124782,-0.4930876744
truHMM__phos_4h__1,0.9531676065,1.0372773181,0.9072096393,-1.5109077319000002
truHMM__phos_4h__2,1.1492839448,1.0908345769,0.3154513352,-1.546671549
truHMM__phos_4h__3,-0.8940161528,-0.9557721891000001,-0.052133001000000005,-1.7910974918
