,A,ArgP,BasR,SlyA
phage_resist__ygbE_oe__2,0.0982179271,-0.2375340058,2.7120934108,-0.8368134159
phage_resist__ygbE_oe__3,0.2654585853,-0.0492978917,2.8279970021,-0.7459611429
phage_resist__ygbE_oe__4,0.5837757316000001,0.13189535930000001,2.9517602427,-0.7426237542
phage_resist__yahA_oe__1,0.3093545377,0.3212957974,0.0787916646,0.4403607853
phage_resist__yahA_oe__2,0.1573802959,0.3390263196,0.23379690700000003,0.44919807230000003
phage_resist__yahA_oe__3,0.2814632372,0.37281364920000004,0.042653148,0.4461466731
phage_resist__yrfF_ko__1,-0.1550566706,0.7107784017000001,0.24281014,0.4777151887
phage_resist__yrfF_ko__2,0.471181206,1.1633204297,0.4658064152,0.5956328969
phage_resist__yrfF_ko__3,-0.1426637237,0.5880212284,0.3823621815,0.5361713318
pollution__wt_ctrl__1,0.8701949010000001,0.0035830337,-0.09542161610000001,-0.2189003432
pollution__wt_ctrl__2,-0.3359219342,0.0349406827,-0.1604930099,0.2207251002
pollution__wt_ctrl__3,-0.5342729668,-0.038523716300000004,0.25591462600000003,-0.0018247570000000002
pollution__wt_urban__1,0.17272238480000002,-0.5060173629,-0.2174740251,-0.34654704680000004
pollution__wt_urban__2,0.1826538143,-0.3161354361,0.15858498740000002,-0.4675114275
pollution__wt_urban__3,-0.304821447,-0.3729806462,-0.0187603511,0.09257368910000001
pollution__wt_diesel__1,-1.4412271114,-0.29382029130000004,-0.1223799408,-0.0691927945
pollution__wt_diesel__2,1.9878494149,0.0115070989,0.2220357514,0.0177928101
pollution__wt_diesel__3,1.4122436389000002,-0.0100321588,0.1244712204,0.0365075946
pollution__evo_diesel__1,-2.9389319692,0.016317305900000002,-0.0656528422,0.1783021703
pollution__evo_diesel__2,-2.0744129592,-0.0774184775,0.8414128692,0.2309678798
pollution__evo_diesel__3,-3.2480279916,-0.2241051199,0.9381772923,0.49027676940000003
ppGpp__wt_relAtrunc_00m__1,-0.2042420919,-0.3220580346,-0.0570499728,-0.012054200400000001
ppGpp__wt_relAtrunc_00m__2,-0.0712662258,-0.1605886172,0.07924919230000001,-0.2349618514
ppGpp__mut_delrelA_10m__1,-1.7081061276,-0.0670022497,0.5248656897,1.3835478719
ppGpp__mut_delrelA_05m__1,-2.0132787824,-0.44510592590000003,0.193993842,0.9514719706
ppGpp__mut_delrelA_10m__2,-1.8816341294,-0.2508820893,0.3070499256,1.4084730309
ppGpp__mut_delrelA_10m__3,-1.6440236878999999,-0.3328383931,0.6639735411000001,1.5429442078
ppGpp__mut_delrelA_00m__1,-1.978818515,-0.3700948609,-0.0536495161,0.9002875812000001
ppGpp__mut_delrelA_00m__2,-2.4081251253,-0.2974332277,-0.0177144347,0.6334393752
ppGpp__mut_delrelA_05m__2,-1.8173812116999999,-0.2417139376,0.4688069393,1.02417434
ppGpp__mut_delrelA_05m__3,-2.0715440299,-0.22707070270000002,0.1704307521,0.8438532606
ppGpp__mut_delrelA_00m__3,-1.9956282707000002,-0.16105093040000001,0.033173366100000004,0.6386952273000001
ppGpp__wt_delrelA_10m__1,2.5363274843,1.4512430227,1.7854964868,1.6379412003
ppGpp__wt_delrelA_05m__1,2.1192430646,1.4172991275,1.202309689,1.1481423493
ppGpp__wt_delrelA_05m__2,2.0614888843,1.4017790363,1.2178882643,1.1617872775
ppGpp__wt_delrelA_10m__2,2.5360173381999997,1.6900411325,1.795606559,1.5541207478999999
ppGpp__wt_delrelA_10m__3,2.308860441,1.7107878728,1.8583916429,1.5726804449
ppGpp__wt_delrelA_00m__1,0.026435091100000002,0.0816446635,-0.0073797651,-0.1098077702
ppGpp__wt_delrelA_00m__2,-0.1897826588,-0.0819871833,-0.0368956386,0.1288613152
ppGpp__wt_delrelA_05m__3,2.1690980081,1.6073800548000001,1.3002326336,1.0473574961
ppGpp__wt_delrelA_00m__3,0.1633475677,0.0003425199,0.0442754037,-0.019053545
ppGpp__mut_relAtrunc_10m__1,-2.1234279824,-0.4528078445,-0.07189884070000001,0.5863784916
ppGpp__mut_relAtrunc_05m__1,-1.7194906272,-0.7097591246,-0.1342384035,0.7816375616
ppGpp__mut_relAtrunc_05m__2,-1.9853160701,-0.5448458294,-0.1269092035,0.7013602802000001
ppGpp__wt_relAtrunc_10m__1,-0.5533547,-0.1550016569,0.061645912500000004,-0.2105930125
ppGpp__wt_relAtrunc_10m__2,-0.37638861770000004,-0.13196105400000002,0.0191420581,0.0660687415
ppGpp__wt_relAtrunc_10m__3,0.0398258088,-0.33109502830000004,0.1376071552,-0.1734301896
ppGpp__mut_relAtrunc_00m__1,-2.1151494683,-0.44614558070000004,0.09138162030000001,0.7398489629
ppGpp__wt_relAtrunc_00m__3,0.1801000119,-0.1561091487,0.012239265800000001,0.0365755127
ppGpp__wt_relAtrunc_05m__1,-0.4653507477,-0.3036838993,0.009525207400000001,-0.1776908037
ppGpp__wt_relAtrunc_05m__2,-0.5020683541000001,-0.3355528772,-0.0323271672,-0.0320779567
ppGpp__wt_relAtrunc_05m__3,-0.7482536991000001,-0.3163865323,-0.0714145051,0.024886307700000002
ppGpp__mut_relAtrunc_00m__2,-1.9098983513,-0.5566834209,0.0662693064,0.36565695260000003
ppGpp__mut_relAtrunc_00m__3,-1.6872181827000001,-0.77886432,-0.0289434577,0.8179384326
ppGpp__mut_relAtrunc_10m__2,-1.8427131847,-0.9503857287,-0.0969059639,0.7647494434000001
ppGpp__mut_relAtrunc_05m__3,-2.1560874211,-0.4645845932,0.0268075101,0.6349630874000001
ppGpp__mut_relAtrunc_10m__3,-1.9306157075,-0.45813607900000003,-0.08564449910000001,0.7163597069000001
pressure__high_pressure__1,-0.1429919912,-0.4769576434,-0.9516745241000001,-0.3290225167
pressure__high_pressure__2,0.2629503701,-0.6238084159,-0.7185276453,-0.3351446461
pressure__low_pressure__1,-0.1039058409,0.0313902451,0.0811421794,-0.0263376659
pressure__low_pressure__2,0.1039058409,-0.0313902451,-0.0811421794,0.0263376659
quantum_dots__ctrl__1,-0.2163870909,-0.0209121737,-0.1167868873,-0.0298715937
quantum_dots__ctrl__2,0.2163870909,0.0209121737,0.1167868873,0.0298715937
quantum_dots__cdte_light__1,0.5166110921,0.2558675052,0.4021160298,-0.0460987286
quantum_dots__cdte_light__2,0.8200861758,0.3444836929,0.39304239020000004,0.0179819753
quantum_dots__cdte_dark__1,1.4684749999,0.0736331318,0.3413806111,-0.1400517841
quantum_dots__cdte_dark__2,1.31997957,0.031900674500000004,0.21241270850000002,-0.140510261
quantum_dots__cdse_light__1,0.5090311137,0.09082547340000001,0.2006453585,-0.2348541046
quantum_dots__cdse_light__2,1.0840145231,0.19175046780000002,0.3456594087,0.1365422918
quantum_dots__cdse_dark__1,1.8506569907000001,0.2345242548,0.3300283402,0.1293183104
quantum_dots__cdse_dark__2,1.9829257081,0.3044564568,0.4526503174,0.2137467453
raman__wt__1,0.1408167934,-0.0157099638,-0.35375400900000004,-0.3204091897
raman__del_cyaA__1,0.32318563370000003,0.2800749716,-0.060256759900000005,0.0642674853
raman__del_cyaA_01mM__1,0.6971820865,0.2253322735,-0.3205841651,-0.0329231226
raman__del_cyaA_05mM__1,0.37025755650000003,-0.25915792460000003,0.024891475000000003,-0.0237581156
raman__del_cyaA_1mM__1,0.6067355205,0.0581524891,-0.3975455121,0.2265643844
raman__wt__2,-0.39685795290000003,-0.060438314900000005,-0.1432566482,0.1435277251
raman__del_cyaA__2,0.5809785543,0.2454352016,-0.0246676309,-0.1685143821
raman__del_cyaA_01mM__2,0.8099273627,0.07647205210000001,-0.31671053860000004,0.1397279034
raman__del_cyaA_05mM__2,0.16425909830000002,0.0351670659,-0.07127579910000001,0.41126035860000004
raman__del_cyaA_1mM__2,0.2550635188,-0.4801928221,-0.8027463398,-0.329067416
raman__wt__3,0.2560411595,0.0761482787,0.49701065720000004,0.1768814646
raman__del_cyaA__3,0.8063819027,0.2930329894,-0.29735556220000003,0.0386147663
raman__del_cyaA_01mM__3,0.6189887728,-0.052462555300000005,-0.5077627396000001,-0.1735098477
raman__del_cyaA_05mM__3,0.5603051148,-0.08171978960000001,-0.19892605870000002,-0.2015443193
raman__del_cyaA_1mM__3,-0.3133393025,-0.6755835531000001,-0.7992227754,-0.0829413532
rand_barrel__mut_nanE__1,-0.9453701397000001,0.4618478059,-0.23653668900000002,0.047467533000000006
rand_barrel__mut_nanE__2,-0.8091676953,0.1184051537,-0.0994391859,-0.059170186300000004
rand_barrel__mut_nanE__3,-9.0736221534,0.9218052527,-0.2109716936,1.0778857562
rand_barrel__mut_pdxJ_1__1,0.4519019939,0.35718275310000003,0.0281240307,-0.4895233208
rand_barrel__mut_pdxJ_1__2,1.6082144078,0.0828044602,-0.3020625831,-0.1638243818
rand_barrel__mut_pdxJ_1__3,-8.6528506272,0.3174399103,-0.2782260426,1.1006583465
rand_barrel__mut_pdxJ_2__1,-0.4700368636,0.5356312615000001,-0.9663907468,0.0796447369
rand_barrel__mut_pdxJ_2__2,-0.8338489056,0.4482942541,-0.0027573944,-0.2075104807
rand_barrel__mut_pdxJ_3__1,1.4543332388,-0.00019883350000000002,0.1086269093,-0.4340049408
rand_barrel__mut_pdxJ_3__2,0.6345403949,0.1541926617,0.32304310340000003,-0.1732055877
rand_barrel__del_serB__1,-0.0251612895,0.0638744891,0.020988900600000002,0.0480951359
rand_barrel__del_serB__2,0.0251612895,-0.0638744891,-0.020988900600000002,-0.0480951359
rockhopper__CV104_pHDB3__1,-2.6063238065,-1.6902188191,-1.0912811721,-1.9790308314
rockhopper__CV104_pHDB3__2,-2.6226057766,-1.5464035736000001,-1.3371009245,-1.8128026704
rockhopper__CV104_pHDB3__3,-2.1983809199,-1.5037162424,-0.9275125796,-1.545298144
rockhopper__CV104_pLCV1__1,-2.7750111316,-1.6814406176,-1.1719839595,-1.7200236429
rockhopper__CV104_pLCV1__2,-2.5036721323,-1.6612185974,-1.1436804788,-1.8239758224
rockhopper__CV104_pLCV1__3,-2.4643271353,-1.6833554259999999,-0.8403286588000001,-1.5966366324
rockhopper__wt_lb__1,-3.835303107,-1.5030368392,-3.1714346475,-1.2837389036
rockhopper__wt_lb__2,-3.4279746834,-1.733110874,-3.5292164049,-1.3234189483
rockhopper__wt_lb__3,-3.0827910606,-1.5274547822,-3.1643869052,-1.0740208329
rockhopper__wt_lb_aMG__1,-2.9996389038,-1.1516250211,-2.4815851288,-0.6917208907
rockhopper__wt_lb_aMG__2,-4.2052262592,-1.9019288766,-2.9451777640000003,-1.0897404018
rockhopper__wt_lb_aMG__3,-4.910136132,-1.9680025744,-3.047157715,-1.2635034243
rockhopper__del_sgrR_lb_aMG__1,-2.9092897895,-1.0835831055,-2.0263951748,-0.9025514880000001
rockhopper__del_sgrR_lb_aMG__2,-3.3011965785,-0.7649054368,-2.5379311237,-0.5763963550000001
rockhopper__del_sgrR_lb_aMG__3,-3.7792575421,-1.0973180611,-2.6092110437000002,-0.8234993133
rockhopper__del_sgrS_glyc_aMG__1,-0.1574717022,-0.4582652386,0.8924401022,-0.12491050170000001
rockhopper__del_sgrS_glyc_aMG__2,-1.1081839407,-0.4890360621,-0.0597188873,-0.3067473665
rockhopper__del_sgrS_glyc_aMG__3,-0.2326240383,-0.0765812423,0.0835150271,-0.4213274276
rockhopper__del_sgrS_glyc__1,-1.545908613,-2.1762991022,-0.9175840149000001,-2.2382557582000002
rockhopper__del_sgrS_glyc__2,-2.2982750509,-1.4525195899,-1.1274898894,-2.1411737227
rockhopper__del_sgrS_glyc__3,-1.916716799,-1.4814750847,-0.9811547875000001,-2.1674631587
rockhopper__wt_lb_aMG__4,-3.9336365035,-0.9950421614,-2.6737151704,-0.6333054154000001
rockhopper__wt_lb_aMG__5,-3.8429001572,-1.4290174553,-2.41841017,-0.9251050199
rockhopper__wt_lb_aMG__6,-4.0389043709,-0.9804016127,-2.6608588307,-0.8508284070000001
rockhopper__wt_glyc_aMG__1,-1.3284774565,-0.8696900940000001,0.47033721850000004,-0.44255328320000004
rockhopper__wt_glyc_aMG__2,-0.3273379064,-0.6962232657,-0.141609225,-0.8132651079000001
rockhopper__wt_glyc_aMG__3,-1.5229326418,-0.7328620936,-0.2821312099,-1.1278612492
rockhopper__wt_glyc__1,-2.1215928251,-1.6883478501,-0.8871122934000001,-1.5366317327
rockhopper__wt_glyc__2,-1.7145467755000001,-1.757267174,-1.1933904962,-1.969137353
rockhopper__wt_glyc__3,-1.5826723204,-1.9193993746,-1.396572687,-1.8942366102000001
rockhopper__CV108_glyc_aMG__1,3.3963896846,-0.1793427849,0.7387061476,0.5765962703
rockhopper__CV108_glyc_aMG__2,3.1795718635,0.3334589619,-0.0053965579000000005,-0.4025610637
rockhopper__CV108_glyc_aMG__3,3.1065817193,0.3569958352,0.47268355500000003,0.7560558383
rockhopper__wt_glyc__4,2.2415502351,0.0451668983,0.6927398762,0.19451520760000002
rockhopper__wt_glyc__5,2.6548682448000003,-0.6124425938,0.6643577265,0.3099232022
rockhopper__wt_glyc__6,-0.7212573031,1.0026571968,0.5471974866,0.9530450148
rockhopper__wt_glyc_aMG__4,2.1660874041,0.5285567204,0.28868582260000003,0.6894268484
rockhopper__wt_glyc_aMG__5,3.0025936162,0.5083804077,0.41562739800000004,0.711393648
rockhopper__wt_glyc_aMG__6,2.7589243647,0.5443726962000001,0.29508676840000003,0.7016265655
rockhopper__wt_glyc__7,-0.07648687600000001,0.9338525547000001,0.1620987063,0.9585670983000001
rockhopper__wt_glyc__8,0.9539237224,0.7248720548,0.3574614312,0.6693512528000001
rockhopper__wt_glyc__9,-0.1172667971,1.1374452796,-0.004202476,1.0030214329
rockhopper__wt_glyc__10,-0.4848191906,0.9610178315000001,0.2934565386,0.6899182398
rockhopper__wt_glyc__11,0.4587594229,0.5336817341,0.4326771279,0.2686278623
rockhopper__wt_glyc__12,0.5095404625000001,0.6387634427000001,0.3312890593,0.3530363852
rpoD__wt__1,0.42083114190000004,-0.4824235907,-0.027571838300000002,0.1439280915
rpoD__wt__2,-0.4693621552,0.1568154256,-0.267520564,-0.06990536330000001
rpoD__rpoD_mut__1,0.5069933911,0.6550779480000001,-0.5392074859,-1.0292582706
rpoD__rpoD_mut__2,1.1695582281,0.8897367649000001,0.5483784808000001,-1.0053383111
rpoD__rpoD_mut__3,2.3667249382,0.6759786924,0.1709477094,-0.9108051153000001
rpoD__wt__3,0.0485310133,0.3256081652,0.2950924023,-0.0740227283
rpoN_peptide__ctrl__1,-0.46686706840000003,0.0350717304,0.0496496851,-0.0720527138
rpoN_peptide__ctrl__2,-0.3794938278,0.0576310135,0.0218144442,-0.099845132
rpoN_peptide__ctrl__3,0.8463608962,-0.09270274390000001,-0.0714641293,0.1718978459
rpoN_peptide__nminus__1,-0.6798407585,0.0587011156,0.10681704210000001,-0.013232283800000001
rpoN_peptide__nminus__2,-0.5993215906,0.004404232,-0.0187591358,-0.0869956903
rpoN_peptide__nminus__3,0.3744565073,-0.0415756807,0.010295563,0.2108535679
rpoN_peptide__nplus__1,3.1698906334,-1.0422016128,-2.3777176302,-1.6331657847
rpoN_peptide__nplus__2,3.2275360373,-1.1037572009,-2.387253055,-1.5715045808
rpoN_peptide__nplus__3,3.0911727568,-1.1336863611,-2.4125887818000002,-1.5155036408
rpoN_peptide__s54_wt__1,0.11428811200000001,-0.09929071510000001,-0.19829641950000002,-0.31129568750000003
rpoN_peptide__s54_wt__2,0.0561977857,-0.1465820031,-0.1488202286,-0.2508789268
rpoN_peptide__s54_wt__3,0.2183323306,-0.18999447400000002,-0.2631769124,-0.2388499158
rsd__wt_ee__1,0.095470434,-0.1065980655,-0.0517303729,-0.0298980566
rsd__wt_ee__2,-0.095470434,0.1065980655,0.0517303729,0.0298980566
rsd__del_rsd_ee__1,-0.3089301443,0.0063208297,0.108573322,-0.009883918
rsd__del_rsd_ee__2,-0.320120318,-0.0889690947,-0.0702286622,-0.0183339699
rsd__del_ssrS_ee__1,0.16332125390000002,0.4905991039,0.5238119465000001,-0.0590597853
rsd__del_ssrS_ee__2,-0.1534420201,0.18208695090000002,0.5252107020000001,-0.2662984604
rsd__del_rsd_ssrS_ee__1,1.1438475426,0.4463831911,0.17616984360000001,-0.1064147523
rsd__del_rsd_ssrS_ee__2,0.7409523243,0.45945561420000003,-0.0940084342,-0.2492367081
rsd__del_rpoS_ee__1,-0.1070024931,0.6862810344,0.7627394992000001,-0.27103195820000003
rsd__del_rpoS_ee__2,-0.2601053833,0.6017434502,0.48177383910000005,-0.1617098685
rsd__wt_me__1,1.9750801657000001,0.12998201680000002,-0.2067674542,0.5002434605
rsd__wt_me__2,2.0448826985,0.40666791290000004,0.0401759015,0.35021754390000004
rsd__del_rpoS_me__1,2.1866586816,0.781033101,-0.3116559991,0.6936184479
rsd__del_rpoS_me__2,2.0784455233,0.9448620616000001,0.1268286612,0.5291405568
rsd__wt_ts__1,7.8409581946,-0.0932484604,-1.1232906555,1.1545804519
rsd__wt_ts__2,2.0363470992,-0.24289180770000002,-1.1202555651,0.9450791592000001
rsd__del_rsd_ssrS_ts__1,5.8035652486,0.5311049728,-0.13161723150000001,0.7599182541
rsd__del_rsd_ssrS_ts__2,5.8956104137,0.5607152966,-0.2228730652,0.792639293
rsd__del_rpoS_ts__1,11.7290841825,1.0674467905,-0.6686342377000001,1.1638969356
rsd__del_rpoS_ts__2,12.2705381904,1.2486938264,-0.6737581001,1.2110945847
rsd__wt_s__1,3.8343616874,-0.0801649512,-1.2642249181,1.2511127852000001
rsd__wt_s__2,4.0195336406,-0.1420648864,-0.8262455866,1.0283310952
rsd__del_rsd_s__1,3.4652209086,0.21563766350000002,-1.2327865938,0.9987296477000001
rsd__del_rsd_s__2,3.8153343361000003,-0.030562129900000002,-1.0299188624,0.8665306929000001
rsd__del_rsd_ssrS_s__1,3.7597667251,0.1538405167,-0.5183080588,0.8394491353
rsd__del_rsd_ssrS_s__2,3.4643485975,0.1374905226,-0.2953567273,0.7443057409
rsd__del_rsd_ls__1,10.6102799661,-0.799894506,-1.1888343409,0.4402387155
rsd__del_rsd_ls__2,9.4885272405,-0.9916068902,-0.5959331704,0.5569036319
rsd__del_ssrS_ls__1,9.2878789548,-0.5164095983,-0.79742567,0.5315199195
rsd__del_ssrS_ls__2,9.6813190702,-1.0017336658,-1.0984343227,0.1294928984
rsd__del_rsd_ssrS_ls__1,11.2642053494,0.8744258170000001,-0.0404274543,0.5291940086
rsd__del_rsd_ssrS_ls__2,11.5576436841,0.7953079193,-0.1152843642,0.4176802375
rsd__del_rpoS_ls__1,13.1923670587,0.5102057957,-0.8845745875000001,0.4195976018
rsd__del_rpoS_ls__2,11.7829743989,0.65851395,-0.3388278561,0.27384967790000003
sdsR_ryeA__wt_3h__1,0.1590304477,-0.0200504562,0.4435818354,0.1770441707
sdsR_ryeA__wt_8h__1,-1.0329416861,-0.9082373438,0.6433569357000001,-0.2875536727
sdsR_ryeA__wt_3h__2,-0.1590304477,0.0200504562,-0.4435818354,-0.1770441707
sdsR_ryeA__wt_8h__2,-1.241296094,-0.6986052484,0.5516851662,-0.3219497376
starve_series__t00_growth1__1,0.1087154146,0.0419381044,-0.081663764,0.1662907243
starve_series__t00_growth1__2,0.46920969570000004,-0.0129983745,0.2085873399,0.1315279799
starve_series__t00_growth1__3,-0.1610590036,-0.0639413851,-0.006253840300000001,0.11095446490000001
starve_series__t00_growth1__4,-0.4168661067,0.0350016552,-0.12066973560000001,-0.40877316900000005
starve_series__t01_starve__1,-2.5880489833,-1.2456570857,1.7593613777,-0.1342205581
starve_series__t01_starve__2,-2.0605833819,-1.3813850427,1.6828538076,-0.44641644420000004
starve_series__t02_starve__1,-5.690403221,-1.9122650203,2.0131880658,-0.0063252722
starve_series__t02_starve__2,-5.9516198117,-1.9732788141,1.9974038242,0.1146358781
starve_series__t03_starve__1,-6.2342726818,-2.3803695237999998,2.6952738575,-0.1641013703
starve_series__t03_starve__2,-5.9958229323,-2.3038179420000002,2.8563104907,-0.1330146747
starve_series__t04_starve__1,-5.6175206377,-2.1454108623,2.7108395443,-0.0885874108
starve_series__t04_starve__2,-5.8994518367,-2.4385012907,2.7254066747,-0.2775673363
starve_series__t05_starve__1,-6.5427413079,-2.9437785431,2.7697178249,0.0996801976
starve_series__t05_starve__2,-6.4869764933,-2.6859051894,3.0670522109,0.0840018097
starve_series__t06_starve__1,-6.2136866392,-3.1012456795,2.6725264544,0.41438653400000003
starve_series__t06_starve__2,-7.0939991793,-2.8007535221,2.5782213366,0.0067614396
starve_series__t07_starve__1,-6.5424378792999995,-2.5436659815000002,2.3907988388,0.15121841160000002
starve_series__t07_starve__2,-6.790779737,-2.985830576,2.5484900181,0.2335558855
starve_series__t08_starve__1,-6.7763098278000005,-2.8264279151,2.6001690352,0.2722352554
starve_series__t08_starve__2,-6.8693495676000005,-3.0584815843,2.5374909501,0.39104276860000003
starve_series__t09_starve__1,-6.4648635811,-2.6355075344000003,2.4469207173,0.31344119
starve_series__t09_starve__2,-7.2269263186,-2.6183433064,2.4047550028,0.3282850234
starve_series__t10_starve__1,-6.8405214154,-2.6410479487,2.3560616514,0.3897686702
starve_series__t10_starve__2,-7.1672265677,-2.4869684089,2.7736492552,0.49491921800000005
starve_series__t11_starve__1,-7.3538804039,-2.1550581749,2.7378739336,0.4822019153
starve_series__t11_starve__2,-7.4589568523,-2.2804080613,2.6905083562,0.5734960382000001
starve_series__t12_starve__1,-7.5584544738,-2.33689467,2.2761965010000003,0.6352154008
starve_series__t12_starve__2,-7.6720644855,-2.7355881864000002,2.345690873,0.4717071634
starve_series__t14_starve__1,-8.0168854843,-2.2185090787,2.1094881956,0.6456200265
starve_series__t14_starve__2,-8.0379989842,-2.3215072896,2.328992071,0.5862754572000001
starve_series__t16_starve__1,-8.6390774154,-2.0657769504,1.672271878,0.5955606942
starve_series__t16_starve__2,-8.4323900286,-2.1752328801,1.7360917384999999,0.4840831714
starve_series__t17_starve__1,-8.3989767601,-2.2234317322,1.5443245195,0.86782607
starve_series__t17_starve__2,-8.3398858259,-2.2113961995,1.4949051554000001,0.6997997092
starve_series__t18_starve__1,-8.4004524607,-2.251947998,1.6847471161,0.8042512222
starve_series__t18_starve__2,-9.1210755269,-2.5227037259,1.2581216286,0.6067343095000001
starve_series__t20_starve__1,2.4855974585,0.1110022361,0.7218890931,-0.7160083456
starve_series__t20_starve__2,1.607609727,0.0271967211,0.6664596676,-0.713369581
starve_series__t21_growth2__1,9.8317424096,-0.2950985537,0.24370606820000001,-0.8911944843
starve_series__t21_growth2__2,9.9927196263,-0.3723105566,0.1573575851,-0.7220126518000001
starve_series__t22_growth2__1,-2.5086509060999997,-0.1975428287,0.5377737006000001,-0.5375176668
starve_series__t22_growth2__2,-2.2536519312,-0.1886331771,0.4793520543,-0.9184862103
starve_series__t23_growth2__1,-0.2199030153,0.10269546730000001,0.2872174491,-0.1627702673
starve_series__t23_growth2__2,-0.003349481,0.1441968415,0.38575320420000003,-0.0596077096
starve_series__t25_growth2__1,1.1865739621,-0.1421226086,0.1246737834,0.3690426898
starve_series__t25_growth2__2,1.5016743777000001,-0.0264328252,0.0639773456,0.1975908408
starve_series__t26_growth2__1,0.5225191603,-0.2452210649,-0.0966531067,0.4035208723
starve_series__t26_growth2__2,0.4782534907,-0.2711306965,-0.0399479057,0.2059282485
starve_series__t27_growth2__1,1.0727690472,-0.23783611070000002,0.2398472111,0.4239724053
starve_series__t27_growth2__2,1.0474349934,-0.3137911458,-0.045234220400000004,0.4105050851
starve_series__t28_growth2__1,2.4726067776000002,-0.3768208951,0.0009036738000000001,0.34030762410000004
starve_series__t28_growth2__2,3.0779394327,-0.2468206498,0.053887344600000005,0.2031151666
time_course__lb_4hr__1,-0.0686608025,-0.0453442826,-0.059230070700000005,0.0440109486
time_course__lb_4hr__2,0.1538645042,0.0372924241,-0.0424655819,-0.048152111000000004
time_course__lb_4hr__3,-0.08520370170000001,0.0080518585,0.1016956526,0.0041411623
time_course__lb_8hr__1,-3.1511277434,-0.4254488678,-0.369093966,-0.4756403887
time_course__lb_8hr__2,-2.5221943041,-0.5481115536,-0.45685363040000004,-0.50813582
time_course__lb_8hr__3,-2.5384583092,-0.7424858163,-0.4079033459,-0.6253830218
time_course__lb_24hr__1,-3.0951328634,0.010206753,0.6086967676,-0.15040376930000002
time_course__lb_24hr__2,-3.8544386781,0.4250767381,0.2592565338,-0.1284617582
time_course__lb_24hr__3,-4.6322796205,0.24885972450000002,0.5308033719,0.0280651194
time_course__lb_72hr__1,-3.3755452952000002,0.32438232310000004,-0.2550507938,0.740335064
time_course__lb_72hr__2,-3.3339934228,0.0919093145,-0.48897851820000005,0.6865858358
time_course__lb_72hr__3,-3.3857248804,0.24006425520000002,0.09494113430000001,0.7360035266
time_course__lb_144hr__1,-2.6462020192,0.0689729717,-0.6777786496,0.0344658698
time_course__lb_144hr__2,-3.3198015753,0.049689087900000005,-0.4865997936,0.1386454462
time_course__lb_144hr__3,-3.6588327997,-0.08056258520000001,-0.673333517,0.0739864809
time_course__lb_192hr__1,-3.3899469784000003,0.0035401961000000003,-0.46265103300000004,0.43134404060000003
time_course__lb_192hr__2,-3.4472668574,0.030620981300000003,-0.5548107974,0.3495683542
time_course__lb_192hr__3,-3.8782314324,0.039034075200000004,-0.5523228205,0.150660829
triclosan__wt__1,-0.0912727635,-0.2173839532,-0.2665256223,0.4704391745
triclosan__wt__2,-0.1667006116,0.014386913000000001,0.0376216315,-0.06666155380000001
triclosan__wt__3,0.2579733751,0.2029970402,0.22890399090000002,-0.4037776207
triclosan__evo_amx_tcs__1,0.3470098291,0.20350053510000002,-0.6498912170000001,0.38789991970000004
triclosan__evo_amx_tcs__2,0.3401949825,0.0405183696,0.3768426193,-0.6454784918
triclosan__evo_amx_tcs__3,0.0391818934,0.4092481337,-0.1009623875,-0.5578627189
triclosan__evo_chl_tcs__1,-0.3570378098,0.22628576020000002,-0.37897722910000003,0.3586528768
triclosan__evo_chl_tcs__2,-0.7505072658,-0.10156177050000001,-0.4645534535,-0.07328283120000001
triclosan__evo_chl_tcs__3,-1.0491713057,-0.10439365760000001,-0.2773215676,-0.3687834935
triclosan__evo_tet_tcs__1,-0.9010799635000001,0.8512272117,0.1937651863,-0.594065324
triclosan__evo_tet_tcs__2,-0.7489390669,0.34164678600000004,-0.1481177905,-0.7059314118000001
truHMM__48C_15m__1,0.5413824476,-0.7733452418000001,-2.0047264152,0.0722294923
truHMM__48C_15m__2,0.27171433440000003,-0.8913659476,-1.9404064006000001,0.0387366414
truHMM__48C_15m__3,-1.4936471757,-1.164048455,-1.2512399854,-0.1617388231
truHMM__48C_30m__1,-2.4354405688,-2.3074740365,-2.8432634382,-0.11173858610000001
truHMM__48C_30m__2,-2.0516600753,-2.3012379057,-2.8596591142000003,-0.0404356666
truHMM__48C_60m__1,-4.0736565289,-2.6488637489,-3.033676566,-0.9930097684
truHMM__48C_60m__2,-4.0159911292,-2.6682968898,-3.0246878006,-0.9963561663
truHMM__phos_0h__1,-0.0344466521,-0.0158169061,-0.007593339,0.0205100275
truHMM__phos_0h__2,0.0344466521,0.0158169061,0.007593339,-0.0205100275
truHMM__phos_2h__1,3.5379906647,-0.2508210594,-0.8342699124,0.19832598540000002
truHMM__phos_2h__2,3.5317246557,-0.223392581,-0.8816476080000001,0.22024292720000002
truHMM__phos_4h__1,1.8812625824,-0.7899553913,-1.7536425405,-0.5782497554
truHMM__phos_4h__2,2.5986449119,-0.8825711603,-1.7622652803,-0.6699398741
truHMM__phos_4h__3,0.7157251379,-0.9153816046000001,-1.6361202982,-0.14521205580000002
control__wt_glc__1,0.0623580981,-0.047943922,0.12579705700000002,-0.0333353965
control__wt_glc__2,-0.0623580981,0.047943922,-0.12579705700000002,0.0333353965
