,A,Crp,Nac,TorR
phage_resist__wt__2,0.9358980140000001,0.4342447082,-0.1061078667,0.0900687241
phage_resist__wt__3,0.6950078017,0.5878589544,-0.10500895780000001,0.2423003183
phage_resist__wt__4,0.47387142270000004,0.5395187561,0.1366801244,0.4137523689
phage_resist__ygbE_oe__2,1.6442263331,-0.14160878940000002,-0.0666894873,0.2034896442
phage_resist__ygbE_oe__3,2.7786521552,0.148584254,-0.2151517474,0.3000904602
phage_resist__ygbE_oe__4,2.6404841443000002,0.18241322270000002,-0.3066691358,0.3279689261
phage_resist__yahA_oe__1,0.4232134663,0.9307925237,0.5341446637,0.4687847391
phage_resist__yahA_oe__2,0.22393627570000002,0.9367801035000001,0.2817031333,0.46698173870000004
phage_resist__yahA_oe__3,-0.17827361090000002,0.9764142145,0.4270479264,0.4768314558
phage_resist__yrfF_ko__1,3.1885236979,0.7325937801,0.017401381100000002,0.6310283568
phage_resist__yrfF_ko__2,6.8329006376,0.8605437876,0.2479850982,0.7647066213
phage_resist__yrfF_ko__3,1.1285364539,0.6737314587000001,-0.045104111100000004,0.5074923663
pollution__wt_ctrl__1,-0.2165400432,-0.0504309921,-0.2708972243,0.0460856194
pollution__wt_ctrl__2,-0.0586806329,0.15996817200000002,0.19349092380000002,-0.0440156363
pollution__wt_ctrl__3,0.2752206761,-0.1095371799,0.0774063005,-0.0020699831
pollution__wt_urban__1,0.1169152123,-0.8779140316,-0.0725059097,-0.0700950154
pollution__wt_urban__2,0.21173434030000002,-0.5371211839,-0.2080716713,-0.31284452620000003
pollution__wt_urban__3,-0.0645669621,-0.5047912804,-0.1846095895,0.1176859066
pollution__wt_diesel__1,0.3221719058,-0.49115894060000004,0.17328108420000002,0.7233440942
pollution__wt_diesel__2,0.4624749079,-0.1463925879,0.2663771622,0.2207709404
pollution__wt_diesel__3,0.8300074622,-0.2696574214,0.3946182747,0.3657877094
pollution__evo_diesel__1,-0.19745233510000001,-0.422017325,-0.5884900493,-0.2255213316
pollution__evo_diesel__2,3.9882914889,0.0331465663,-0.5638359531,0.2833437822
pollution__evo_diesel__3,3.5572868781,-0.27523787650000003,-0.7362677024000001,0.3284666533
ppGpp__wt_relAtrunc_00m__1,-0.0272296199,-0.011476057900000001,0.0646823175,0.1063670116
ppGpp__wt_relAtrunc_00m__2,-0.309835252,-0.1060102587,0.0148026198,0.24398106700000002
ppGpp__mut_delrelA_10m__1,-1.5406496989,0.1512831843,0.7871838565,0.6674240256
ppGpp__mut_delrelA_05m__1,-1.4637388546,-0.1375585523,0.8100784213000001,0.3717504397
ppGpp__mut_delrelA_10m__2,-1.6737499922999999,0.2109785549,0.1229571155,0.5109630468
ppGpp__mut_delrelA_10m__3,-1.5921732166,0.2609776572,0.1382430915,0.6360851678
ppGpp__mut_delrelA_00m__1,-1.7096134872,-0.1923561796,0.3579132977,0.3257857796
ppGpp__mut_delrelA_00m__2,-1.3280537783,-0.34262451,0.30463556740000003,0.3746827042
ppGpp__mut_delrelA_05m__2,-1.251129151,-0.1664668386,-0.098066737,0.2320600583
ppGpp__mut_delrelA_05m__3,-1.3396006889,-0.16714632440000002,-0.0820856152,0.2686699121
ppGpp__mut_delrelA_00m__3,-1.3656830931,-0.37078453650000004,-0.1973244328,0.204240059
ppGpp__wt_delrelA_10m__1,-1.7866962087,1.475368666,2.4441254751,0.9884681522000001
ppGpp__wt_delrelA_05m__1,-0.6027028624,1.1376902668,1.4560919358,0.8200152297000001
ppGpp__wt_delrelA_05m__2,-0.5020681356,1.1347282112000001,1.4907234388,0.5730243615
ppGpp__wt_delrelA_10m__2,-1.6335081723,1.4212904351,1.8028251706,0.9192380986
ppGpp__wt_delrelA_10m__3,-1.6380585517,1.467315173,2.1231339892,0.7706311335
ppGpp__wt_delrelA_00m__1,0.1914376389,-0.0192756679,0.3753478514,0.2144180671
ppGpp__wt_delrelA_00m__2,-0.1454285495,0.0212278545,-0.1588562252,-0.17859987400000002
ppGpp__wt_delrelA_05m__3,-0.4360889512,1.1315243246,1.3883062395,0.6705946157
ppGpp__wt_delrelA_00m__3,-0.0460090894,-0.0019521866,-0.2164916261,-0.035818193000000005
ppGpp__mut_relAtrunc_10m__1,-0.8248072395,-0.4916651179,0.3175677475,0.2388449571
ppGpp__mut_relAtrunc_05m__1,-1.2017034323,-0.34854891390000003,0.6076399172,0.2789843533
ppGpp__mut_relAtrunc_05m__2,-0.7818141349000001,-0.43585225920000004,0.4738267993,0.136481397
ppGpp__wt_relAtrunc_10m__1,-0.2256862258,-0.1372784369,0.3821228363,-0.023838538500000003
ppGpp__wt_relAtrunc_10m__2,-0.0504056488,-0.1642322029,-0.003334511,0.1911013917
ppGpp__wt_relAtrunc_10m__3,0.009072484,-0.1681617912,0.5178280213,0.2152893938
ppGpp__mut_relAtrunc_00m__1,-0.943401283,-0.0774965284,0.11618745350000001,0.2469368317
ppGpp__wt_relAtrunc_00m__3,-0.2508086469,0.0630814665,-0.0836020391,0.3511933618
ppGpp__wt_relAtrunc_05m__1,-0.0712975746,-0.2810515373,-0.0926923711,-0.20384099420000001
ppGpp__wt_relAtrunc_05m__2,0.15136067790000002,-0.28533503050000003,-0.4181543105,0.1747411694
ppGpp__wt_relAtrunc_05m__3,0.08063877950000001,-0.1949960566,-0.15526097290000002,-0.0188794504
ppGpp__mut_relAtrunc_00m__2,-0.9426338152,-0.4457334711,0.4001133538,0.3047461127
ppGpp__mut_relAtrunc_00m__3,-1.0973580351,-0.3135830297,-0.3451381273,0.0943000667
ppGpp__mut_relAtrunc_10m__2,-0.8407207101,-0.4912625674,0.063314143,0.0693077399
ppGpp__mut_relAtrunc_05m__3,-1.3241730899,-0.402798119,0.1287406243,0.11135525680000001
ppGpp__mut_relAtrunc_10m__3,-1.0693242016,-0.49061737310000003,-0.4700993378,0.10121728840000001
pressure__high_pressure__1,-2.8075782821,-0.49159209540000004,-1.2070228702,-0.9403260046
pressure__high_pressure__2,-2.1975763022,-0.2902563631,-0.9483161386000001,-1.0649702945
pressure__low_pressure__1,-0.5637129548,0.0011446948,0.1707652296,-0.0695739313
pressure__low_pressure__2,0.5637129548,-0.0011446948,-0.1707652296,0.0695739313
quantum_dots__ctrl__1,0.0116808984,-0.1947450853,0.2682902036,-0.059900907100000005
quantum_dots__ctrl__2,-0.0116808984,0.1947450853,-0.2682902036,0.059900907100000005
quantum_dots__cdte_light__1,0.0850362867,0.25533424920000003,1.4928049533,0.3371477538
quantum_dots__cdte_light__2,0.1999896222,0.3336771074,1.4694063884,0.8203034267
quantum_dots__cdte_dark__1,0.3182082864,-0.19234211680000002,1.5240077791000002,0.1382205439
quantum_dots__cdte_dark__2,0.28234694990000003,-0.21453890080000002,1.7115093834000001,0.21027177530000002
quantum_dots__cdse_light__1,-0.2368490943,-0.1725798192,1.0439820991,0.19061629100000002
quantum_dots__cdse_light__2,-0.38056747160000004,0.0807140303,0.9313757323,0.4083019973
quantum_dots__cdse_dark__1,0.13507176040000002,-0.0703709117,1.6473968368,0.2980475467
quantum_dots__cdse_dark__2,0.1898948206,-0.0216465485,1.1371025621,0.5685355628000001
raman__wt__1,-0.7203840004000001,0.0794100169,-0.1554845309,0.145543469
raman__del_cyaA__1,-9.8713870638,-0.6136421402000001,0.36008851340000003,0.1187890244
raman__del_cyaA_01mM__1,-17.4939913919,-0.5901419459,1.0624749612,-0.2292723656
raman__del_cyaA_05mM__1,-15.2969122939,-0.20304986730000002,0.5032404147,-0.1627501089
raman__del_cyaA_1mM__1,-7.9340232579,0.09984774490000001,-0.5162851241,0.0496079392
raman__wt__2,0.2022577919,-0.0386433461,0.19294674790000002,-0.2397285808
raman__del_cyaA__2,-18.1926267164,-0.7873801161,1.1568386961,-0.1119943348
raman__del_cyaA_01mM__2,-17.5508233654,-0.5712728994,1.070675969,-0.262508148
raman__del_cyaA_05mM__2,-15.3148099757,-0.0286686132,0.3223949371,0.15659146070000002
raman__del_cyaA_1mM__2,-8.9932607884,-0.23342197620000002,-0.4545622212,-0.1885115192
raman__wt__3,0.5181262085,-0.0407666707,-0.037462216900000005,0.0941851117
raman__del_cyaA__3,-18.543277101,-0.7308913606,1.1979772993,-0.43607582910000003
raman__del_cyaA_01mM__3,-18.4500492659,-0.7037627470000001,1.1246151405,-0.3187275214
raman__del_cyaA_05mM__3,-15.4783630358,-0.2362122698,-0.18479325570000002,-0.24866677650000002
raman__del_cyaA_1mM__3,-7.2069980212,-0.0164546772,-0.9827737076,-0.1453566788
rand_barrel__mut_nanE__1,0.6770195849,0.0328965424,0.4998941182,0.2336046232
rand_barrel__mut_nanE__2,0.2392088042,0.1360103685,0.7804221735,0.6080626618
rand_barrel__mut_nanE__3,-0.773860011,0.5049328406,0.9968936042000001,0.7030322250000001
rand_barrel__mut_pdxJ_1__1,-0.013873855800000001,0.1529755428,1.0183352264,0.4592989112
rand_barrel__mut_pdxJ_1__2,-0.9185868302,-0.015406163700000001,1.3367483112,0.1697314913
rand_barrel__mut_pdxJ_1__3,-0.4228626314,0.37994444860000004,0.8786882392,0.3446608266
rand_barrel__mut_pdxJ_2__1,0.1983859232,0.22590315390000001,-0.599499611,0.2589588704
rand_barrel__mut_pdxJ_2__2,-2.2982136047,0.23212511460000002,-0.5245829205,0.2613789265
rand_barrel__mut_pdxJ_3__1,0.9037350724000001,0.2831675712,-0.3072695104,-0.3355570935
rand_barrel__mut_pdxJ_3__2,0.4659308149,0.20362184190000002,-0.11976242720000001,0.8167438475000001
rand_barrel__del_serB__1,0.5724217074,-0.011167604900000001,-0.6021079515000001,-0.08372364880000001
rand_barrel__del_serB__2,-0.5724217074,0.011167604900000001,0.6021079515000001,0.08372364880000001
rockhopper__CV104_pHDB3__1,-4.2571174885,-0.8924017296000001,-3.5461986922,-0.8617983817
rockhopper__CV104_pHDB3__2,-4.1816017882,-0.8649010421000001,-3.3589361562,-1.0692181674
rockhopper__CV104_pHDB3__3,-3.7356276278,-0.7001267639000001,-2.9678290596,-1.1388624978
rockhopper__CV104_pLCV1__1,-3.5935107228,-0.9119051060000001,-3.5498428081,-1.2492088013
rockhopper__CV104_pLCV1__2,-3.5112354943,-0.8563503673,-3.3439208064,-1.1350034617
rockhopper__CV104_pLCV1__3,-3.5273634477,-0.6222702813000001,-3.4092495196,-1.1985303632
rockhopper__wt_lb__1,-3.8063152338,-1.0877370598,-3.3977562973,-1.0940406716
rockhopper__wt_lb__2,-4.7455489788000005,-1.7369671045000001,-3.3763041201,-0.5641146726
rockhopper__wt_lb__3,-4.1776443781,-1.3358746678,-3.5429375324,-0.8615718777
rockhopper__wt_lb_aMG__1,-2.9426585888,-0.48690911950000004,-3.1844009675000002,-0.849588385
rockhopper__wt_lb_aMG__2,-4.0630095941,-0.9667081537000001,-3.0892324835,-0.4932116878
rockhopper__wt_lb_aMG__3,-4.2676910302,-1.2851862633,-3.552578473,-0.4566734348
rockhopper__del_sgrR_lb_aMG__1,-5.2617757525,-0.385574128,-3.4029044106,-0.0645938563
rockhopper__del_sgrR_lb_aMG__2,-5.1899464475,-0.24326731070000002,-2.5994414873,0.3903609946
rockhopper__del_sgrR_lb_aMG__3,-5.3756391712,-0.2979551923,-3.2391562896,-0.0811665006
rockhopper__del_sgrS_glyc_aMG__1,-4.5660199652,0.6722892721,-2.9713799692,-0.07691169290000001
rockhopper__del_sgrS_glyc_aMG__2,-6.3608229859,1.1260265914,-3.1961693268999998,-0.2018975789
rockhopper__del_sgrS_glyc_aMG__3,-5.5119801486,1.0397299023,-2.3149661897,-0.5424792778
rockhopper__del_sgrS_glyc__1,-1.2573175533,-0.3628059501,-3.7665645646,-1.1744958108
rockhopper__del_sgrS_glyc__2,-1.9235373814,-0.4528756111,-3.6453477303,-1.3109948174000001
rockhopper__del_sgrS_glyc__3,-1.8362228327999999,-0.3254764307,-3.4493057352,-1.2009904124
rockhopper__wt_lb_aMG__4,-3.3949700067,-0.18830449770000002,-3.1469174033,-0.44146765990000003
rockhopper__wt_lb_aMG__5,-3.3028420641,-0.7544182141,-3.13039711,0.0175613114
rockhopper__wt_lb_aMG__6,-3.6964592974,-0.5831081023,-3.0999692271,0.049819657100000005
rockhopper__wt_glyc_aMG__1,2.0314897905000002,0.0047093158,-2.7936341035,-0.0537205864
rockhopper__wt_glyc_aMG__2,-1.7736387371,0.5669202778,-2.7491431405,-0.6016331292
rockhopper__wt_glyc_aMG__3,-3.3639428747,0.5677400205,-3.3583977165,-0.1800223099
rockhopper__wt_glyc__1,-1.6137497884,-0.4403543445,-3.6216161862,-0.717426601
rockhopper__wt_glyc__2,-2.4950977763,-0.24124783460000002,-4.4327893843,-0.8961239002
rockhopper__wt_glyc__3,-2.045599149,-0.4115574947,-3.7546738981,-1.2356150974
rockhopper__CV108_glyc_aMG__1,-3.8479780793,-0.3562857689,-0.46432353600000004,-0.3843323422
rockhopper__CV108_glyc_aMG__2,-2.8738475967,0.5579321807000001,-0.5749377987000001,-0.7447201218
rockhopper__CV108_glyc_aMG__3,-4.6896561725,0.5313165346000001,-0.6088169705,-0.4833784555
rockhopper__wt_glyc__4,2.2511892422,-0.2638966479,0.5505250073,-0.046763678600000004
rockhopper__wt_glyc__5,3.4721118811,-0.19432084730000002,-1.5749458444000002,-0.44350235190000004
rockhopper__wt_glyc__6,0.5729135914,0.10333546310000001,2.0830377593,0.7774790808
rockhopper__wt_glyc_aMG__4,-2.0580322735,0.21447380530000001,0.6185007299,0.1784946227
rockhopper__wt_glyc_aMG__5,-2.8985951263,0.2213336307,-0.0818142063,-0.0859129168
rockhopper__wt_glyc_aMG__6,-3.5164361369,0.3721320869,-1.0575722745,-0.4057479284
rockhopper__wt_glyc__7,-0.3464466147,0.3267917408,2.197010749,0.4331609638
rockhopper__wt_glyc__8,-1.3656013842,0.5609825497,0.9845969315,0.0631901562
rockhopper__wt_glyc__9,-0.2776861678,0.28759943400000004,1.9981771486,0.554060275
rockhopper__wt_glyc__10,0.7538939095,-0.2368919985,2.5616495094,0.8107933762
rockhopper__wt_glyc__11,0.3302412628,0.14532827,1.6056867178,0.5657230221
rockhopper__wt_glyc__12,0.7638309933,0.3642317098,1.4033414901,0.13502475490000002
rpoD__wt__1,0.5311811611,-0.2650089901,-0.1344798339,0.13854208510000002
rpoD__wt__2,-0.1195003579,0.1635474037,0.1320391239,-0.7295812731
rpoD__rpoD_mut__1,0.7827275997,0.1684464855,-1.3279723022,0.35630474700000003
rpoD__rpoD_mut__2,-2.6770233629,0.2976957928,-0.6282034406,0.0675188609
rpoD__rpoD_mut__3,-0.47150122780000003,0.1507827136,0.2808922408,0.27634582020000004
rpoD__wt__3,-0.4116808033,0.1014615864,0.00244071,0.591039188
rpoN_peptide__ctrl__1,-0.1360352696,0.0327470021,-0.0423986598,0.016186635
rpoN_peptide__ctrl__2,-0.33387952330000004,0.0481021751,-0.0159681178,0.0019039726
rpoN_peptide__ctrl__3,0.46991479290000004,-0.0808491772,0.0583667776,-0.0180906076
rpoN_peptide__nminus__1,-0.37325591900000005,0.13673644840000002,-0.23673890660000002,1.4103991047
rpoN_peptide__nminus__2,-0.0942583931,0.07923360680000001,-0.0851757333,1.3002959911
rpoN_peptide__nminus__3,0.5338556709,0.0144034674,-0.1540486998,1.3807348365
rpoN_peptide__nplus__1,0.1446202872,-1.632512297,-9.2368842382,0.6917724853
rpoN_peptide__nplus__2,0.4203444663,-1.6693356927,-9.1787202845,0.6567489935
rpoN_peptide__nplus__3,0.3336160096,-1.6531858744,-9.0489454104,0.7257393089
rpoN_peptide__s54_wt__1,0.0450281015,-0.2182690823,0.2677666394,-0.3242349868
rpoN_peptide__s54_wt__2,-0.30175213300000003,-0.19587325690000001,0.2605759232,-0.3468686386
rpoN_peptide__s54_wt__3,-0.1393922457,-0.2994099301,0.48300401860000003,-0.5550602878
rsd__wt_ee__1,0.1825907332,-0.0842798241,-0.5803390805,0.0616063852
rsd__wt_ee__2,-0.1825907332,0.0842798241,0.5803390805,-0.0616063852
rsd__del_rsd_ee__1,1.3325112576,0.0678688308,-0.3172479877,0.1712549929
rsd__del_rsd_ee__2,0.5146973104,0.030330043600000002,0.4574935382,-0.2609943929
rsd__del_ssrS_ee__1,2.4258239943,0.5365988028,-0.0014549620000000002,0.5893595569
rsd__del_ssrS_ee__2,2.2987775357,0.5911904992,-0.15374414590000002,0.3294302152
rsd__del_rsd_ssrS_ee__1,-4.0866028373,-0.32946598320000003,1.1293312185,0.6748749845
rsd__del_rsd_ssrS_ee__2,-4.7874957328,-0.6170200674,1.3307208767,0.8390651028
rsd__del_rpoS_ee__1,3.608555035,1.0357575523,2.1408082337,0.6701818053
rsd__del_rpoS_ee__2,3.8260220356,0.9608772845,1.9626409455,0.5528390647
rsd__wt_me__1,-4.6487864802,-0.1932318201,0.5464886457,0.1337781473
rsd__wt_me__2,-4.863611968,-0.24201875890000002,0.4765536232,0.30842026780000004
rsd__del_rpoS_me__1,-2.8861445204000002,-0.2242368632,1.3224351157,0.8074572157000001
rsd__del_rpoS_me__2,-3.0217800601,-0.2415859193,0.971392947,1.5100448411
rsd__wt_ts__1,-7.6828934455999995,-1.6596404198,6.3068208303,0.0813828115
rsd__wt_ts__2,-7.9882387147,-1.5412069563,6.0533100723,-0.25593742680000003
rsd__del_rsd_ssrS_ts__1,-6.841355997,-1.6338730553,5.8151019779,0.6461085670000001
rsd__del_rsd_ssrS_ts__2,-6.7772144942,-1.6921309905,5.6656160662,0.3179125023
rsd__del_rpoS_ts__1,-7.2837090486000005,0.024751287900000002,6.9270093786,0.5716604396
rsd__del_rpoS_ts__2,-7.516375811,0.0278344303,6.9399689393,0.7609541397
rsd__wt_s__1,-8.1133654869,-1.4241152532,7.0306730717,-0.2535811801
rsd__wt_s__2,-8.1790567078,-1.6590049948,6.892555119,-0.4216634741
rsd__del_rsd_s__1,-8.4574141195,-1.8726274564,7.1551623905,-0.2745887953
rsd__del_rsd_s__2,-7.8731810444,-1.8730596957,7.0451955051,0.2334606115
rsd__del_rsd_ssrS_s__1,-7.32719098,-1.10328679,5.5700838757,0.1553157506
rsd__del_rsd_ssrS_s__2,-6.7336907617,-1.1546180975,5.5694397011,0.5588640054
rsd__del_rsd_ls__1,-7.3354492806,-2.9067680232,4.2011106467,0.2489876001
rsd__del_rsd_ls__2,-7.3162747369,-3.0181921286,3.2145500854,0.5335148337
rsd__del_ssrS_ls__1,-7.2342750948,-1.5439177016999999,3.7657010040000003,0.2940393456
rsd__del_ssrS_ls__2,-7.5220511143,-2.1842734612,2.4160908849,-0.4077128873
rsd__del_rsd_ssrS_ls__1,-6.5646046721,-1.616189157,6.2705052063,1.6942487407
rsd__del_rsd_ssrS_ls__2,-6.8564942437,-1.5982655594000001,5.8024808953,1.2233039023
rsd__del_rpoS_ls__1,-7.6841030458,-1.5932065020000001,7.8487105673,-0.21346380350000002
rsd__del_rpoS_ls__2,-4.9087502463,-1.2939667953,7.8602832853999995,0.5782872386
sdsR_ryeA__wt_3h__1,0.4631745655,0.0834236646,0.4741126208,-0.11535662490000001
sdsR_ryeA__wt_8h__1,-12.6999271718,-1.0800252217,0.6758332278,-1.1981808972
sdsR_ryeA__wt_3h__2,-0.4631745655,-0.0834236646,-0.4741126208,0.11535662490000001
sdsR_ryeA__wt_8h__2,-12.9949225301,-1.0200857079,0.2460867703,-0.9532900388000001
starve_series__t00_growth1__1,-0.4196626157,0.023435122500000002,0.1107747815,0.2625731056
starve_series__t00_growth1__2,-0.0471041924,0.1248516005,-0.42301510740000003,-0.22662520360000002
starve_series__t00_growth1__3,0.1372079475,0.0692848872,-0.14901487060000002,0.2003459621
starve_series__t00_growth1__4,0.3295588607,-0.21757161020000002,0.4612551965,-0.2362938642
starve_series__t01_starve__1,13.6518535663,0.1391748524,-0.3486017792,-0.6816953295
starve_series__t01_starve__2,14.9263902995,0.0317638306,-0.4658085877,-0.25882620700000003
starve_series__t02_starve__1,9.6065487596,-0.5801942053,0.5300309265,-0.7994219753
starve_series__t02_starve__2,8.9403669182,-0.6708481182,0.2186228476,-0.8323318568
starve_series__t03_starve__1,6.1055288338,-0.2977467191,0.5416960599,-1.1064878094
starve_series__t03_starve__2,6.0158927658,-0.22816473310000002,1.0881891816,-1.4241506458
starve_series__t04_starve__1,5.9337855704999996,-0.4658876377,0.2445636444,-1.3104682353000001
starve_series__t04_starve__2,6.4203985439,-0.4601301404,0.2171152492,-1.6819941733000001
starve_series__t05_starve__1,4.7486090655,-0.9132657347,0.6566797769,-1.617253241
starve_series__t05_starve__2,4.5373161639,-0.9598387660000001,0.7086367498,-1.8369637154
starve_series__t06_starve__1,4.5219421896,-1.1240828075,0.6978479339,-2.3918600684
starve_series__t06_starve__2,4.5583102454,-1.1933479101,0.9928702839,-1.8268883867999999
starve_series__t07_starve__1,4.5035942201,-1.4654213975000001,0.4598816418,-2.8761662179
starve_series__t07_starve__2,4.5512095839,-1.2839636258,0.27406753710000004,-1.890845916
starve_series__t08_starve__1,4.8923770949000005,-1.5241984337,0.8145097623,-2.0255794015
starve_series__t08_starve__2,4.8781071231,-1.4587504675,0.0783702517,-1.7797825898
starve_series__t09_starve__1,5.6207661741,-1.6489719420000002,0.8109773314000001,-1.8444749457
starve_series__t09_starve__2,5.4371336433,-1.7515646770000002,0.43073754470000003,-2.0119537974
starve_series__t10_starve__1,5.4365883273,-1.770421453,0.7603014095,-1.995743294
starve_series__t10_starve__2,5.8211518279,-1.7906801929,0.39821490260000003,-1.8650414467
starve_series__t11_starve__1,6.4823460534,-1.6497521704,0.2222171832,-2.2161039
starve_series__t11_starve__2,6.4543846376000005,-1.6595707367,0.2232004386,-1.77130485
starve_series__t12_starve__1,7.3042878827,-1.5958078438999999,0.3041963427,-1.3861764347
starve_series__t12_starve__2,7.7744944502,-1.5052361202,0.1478545352,-2.3334035866000002
starve_series__t14_starve__1,9.6136938757,-1.2832103901,0.1249565071,-2.0016168341
starve_series__t14_starve__2,9.5288785711,-1.4664207613,0.1244379952,-1.5462498817
starve_series__t16_starve__1,10.3849907695,-1.1202172584,-0.2672439873,-1.9633459669
starve_series__t16_starve__2,10.6798881265,-1.1002127465,-0.7471913694,-1.4512673387000001
starve_series__t17_starve__1,11.2996288557,-1.1087708567,-0.1183877244,-1.7175407643
starve_series__t17_starve__2,11.2936968531,-1.0562763317,-0.6991554361,-1.3119125413
starve_series__t18_starve__1,9.8440259012,-1.0770613484,0.47059196210000004,-2.3264900595
starve_series__t18_starve__2,9.4522861678,-1.3037934838,-0.0221032917,-1.9513049614
starve_series__t20_starve__1,-0.7180180382,-0.6188562966000001,2.3480932498,-0.17817532930000002
starve_series__t20_starve__2,-0.6844387516,-0.685956077,2.4054997233,-0.0184282941
starve_series__t21_growth2__1,-1.2942313081,-0.9771786215,0.8836972796,-0.2842046149
starve_series__t21_growth2__2,-1.6862164248,-0.7984177568,1.2125096681,-0.7634131014000001
starve_series__t22_growth2__1,-2.1883826579,0.1972167981,-0.1958048142,0.5538635369
starve_series__t22_growth2__2,-1.7048405348,-0.25833408480000003,0.040073196000000005,0.20496944320000002
starve_series__t23_growth2__1,-1.6654359944000001,-0.07625097460000001,1.27934126,0.0948342065
starve_series__t23_growth2__2,-1.9838303133,-0.12687704800000002,0.7111699626,0.3872564505
starve_series__t25_growth2__1,-0.9031125088,0.4079259133,2.4369980021,0.5175888456000001
starve_series__t25_growth2__2,-0.9804235823,0.30098022150000003,1.8321251523000002,0.2409961554
starve_series__t26_growth2__1,0.9499718058000001,0.5016748605,2.0138244247,0.42838086340000003
starve_series__t26_growth2__2,0.8658120299000001,0.24660512910000001,1.7512139743000001,0.1802820725
starve_series__t27_growth2__1,1.4151758814,0.6661311877,2.4819590755,0.24742416490000002
starve_series__t27_growth2__2,1.093367443,0.6329567987,2.017340771,0.3931832442
starve_series__t28_growth2__1,1.0088413687,0.4183987155,1.2224177574,0.0448233399
starve_series__t28_growth2__2,0.7889069956,0.48370192910000004,1.1764727634,0.09855378220000001
time_course__lb_4hr__1,0.2271275267,-0.0066037492,-0.0560160159,-0.0629996471
time_course__lb_4hr__2,-0.043724291400000004,0.0077228519,0.029021270300000002,0.08339224790000001
time_course__lb_4hr__3,-0.1834032354,-0.0011191027,0.0269947456,-0.0203926007
time_course__lb_8hr__1,-7.5212397244,-1.3647463804,-1.0331268402,-0.019648021300000002
time_course__lb_8hr__2,-7.7954990227,-1.380566146,-1.4413953739,0.2128459506
time_course__lb_8hr__3,-7.3376240499,-1.5210848611999999,-1.306498114,0.2865045721
time_course__lb_24hr__1,-15.583242364,-1.1906271379,-0.1328202463,1.0792040369
time_course__lb_24hr__2,-16.4363866816,-1.1528320159,-0.4069938502,1.7285318538
time_course__lb_24hr__3,-16.1166470139,-1.2579894262,-0.0196937322,1.3072876903
time_course__lb_72hr__1,-6.4282951315,0.9529671083000001,-0.3430053669,2.3339143637
time_course__lb_72hr__2,-5.8896306536,0.9658081033,-0.4245264691,2.3676990157
time_course__lb_72hr__3,-5.8260982783,1.1082667562,-0.8800846993,2.5555932036
time_course__lb_144hr__1,-5.6049167735,0.4603158248,-0.2920079258,0.5656722764000001
time_course__lb_144hr__2,-6.1448228371999996,0.3963233387,-0.1646402227,0.2708060141
time_course__lb_144hr__3,-6.837489221,0.1587720879,-0.10273774520000001,0.24672343940000002
time_course__lb_192hr__1,-5.8031430481,0.4995220433,-0.49615008520000004,0.5392701947
time_course__lb_192hr__2,-4.1451024172,0.7128912778000001,-0.4395340686,0.7628131439
time_course__lb_192hr__3,-7.0749243955,0.18456944620000001,-0.8612318704,0.6193656081000001
triclosan__wt__1,0.6325185967,-0.23651794610000001,-0.6280582647,-0.2124546642
triclosan__wt__2,0.3048262835,-0.0638936618,-0.2451268261,-0.045413413300000004
triclosan__wt__3,-0.9373448802000001,0.3004116079,0.8731850908000001,0.2578680775
triclosan__evo_amx_tcs__1,0.8205330493,-0.36936284280000004,0.2581449905,-0.43232901220000003
triclosan__evo_amx_tcs__2,0.0606420992,0.0483945025,0.0195057668,-0.4960547281
triclosan__evo_amx_tcs__3,0.9834115014,0.1697071903,-0.6704281286,-0.6148579668
triclosan__evo_chl_tcs__1,2.0759880906,0.0819766386,-0.33402977030000003,0.1282353678
triclosan__evo_chl_tcs__2,1.7437033725000002,0.0312762479,-0.9781446624000001,-0.8328814884
triclosan__evo_chl_tcs__3,1.5909877905,-0.0104577294,-0.9528258299000001,-0.6855245091000001
triclosan__evo_tet_tcs__1,2.5494646617,0.26916821550000003,-1.804614847,-0.5542543222
triclosan__evo_tet_tcs__2,-0.1206997659,0.0222155,-0.8810526626,-0.876846259
truHMM__48C_15m__1,-4.958560943,-0.2181308123,-0.6010824157,1.262542595
truHMM__48C_15m__2,-5.6674435684,-0.20736263130000002,-0.6301044311,0.9689069605
truHMM__48C_15m__3,-6.5537494285,-0.3580729292,-1.7461180304,-0.0734595916
truHMM__48C_30m__1,-4.6046863585,-1.1019684904,-0.47823567250000004,1.4221721710000002
truHMM__48C_30m__2,-5.2216010782,-1.1014998148,-0.34823952210000003,1.2938202212
truHMM__48C_60m__1,-5.5266127708,-1.7909618398,-0.0981411539,2.0540687726
truHMM__48C_60m__2,-5.5673872684,-1.7921226591,-0.1009050356,2.0426972162
truHMM__phos_0h__1,-0.0965784167,-0.0064831920000000005,0.0161119854,-0.0289431653
truHMM__phos_0h__2,0.0965784167,0.0064831920000000005,-0.0161119854,0.0289431653
truHMM__phos_2h__1,-6.388197022,-0.5172351907,0.6205386722,0.6288788651
truHMM__phos_2h__2,-6.5010995884,-0.4930876744,0.6214222273000001,0.42059216400000005
truHMM__phos_4h__1,-8.5087079835,-1.5109077319000002,1.3619027134000001,1.2324757268
truHMM__phos_4h__2,-8.6528503712,-1.546671549,1.1755529614,1.3695899083
